Iteration,Loss
1,353.0329284667969
2,42.44318389892578
3,42.332275390625
4,42.22104263305664
5,42.10881423950195
6,41.99503707885742
7,41.879127502441406
8,41.76054763793945
9,41.638694763183594
10,41.51298141479492
11,41.38277053833008
12,41.247413635253906
13,41.10623550415039
14,40.958492279052734
15,40.803443908691406
16,40.64026641845703
17,40.46809387207031
18,40.286006927490234
19,40.093021392822266
20,39.888092041015625
21,39.67008972167969
22,39.43783950805664
23,39.1900634765625
24,38.92544937133789
25,38.642578125
26,38.34001922607422
27,38.016292572021484
28,37.66989517211914
29,37.29940414428711
30,36.90345764160156
31,36.48090744018555
32,36.03086853027344
33,35.55289077758789
34,35.047080993652344
35,34.51427459716797
36,33.956146240234375
37,33.37532424926758
38,32.77537155151367
39,32.16067886352539
40,31.53623390197754
41,30.907377243041992
42,30.279401779174805
43,29.65726661682129
44,29.045364379882812
45,28.447357177734375
46,27.866104125976562
47,27.303688049316406
48,26.76146697998047
49,26.240196228027344
50,25.74013328552246
51,25.261159896850586
52,24.8028621673584
53,24.36466407775879
54,23.94582748413086
55,23.545564651489258
56,23.16303253173828
57,22.797391891479492
58,22.447790145874023
59,22.11341667175293
60,21.79347038269043
61,21.48719596862793
62,21.193872451782227
63,20.91281509399414
64,20.643375396728516
65,20.384944915771484
66,20.13694190979004
67,19.898834228515625
68,19.67009735107422
69,19.450254440307617
70,19.23884391784668
71,19.035444259643555
72,18.83965301513672
73,18.651079177856445
74,18.46936798095703
75,18.29418182373047
76,18.125194549560547
77,17.962116241455078
78,17.804655075073242
79,17.652545928955078
80,17.505537033081055
81,17.363386154174805
82,17.225872039794922
83,17.092782974243164
84,16.963916778564453
85,16.839080810546875
86,16.71809959411621
87,16.60080337524414
88,16.487030029296875
89,16.37662696838379
90,16.269447326660156
91,16.165361404418945
92,16.064239501953125
93,15.965951919555664
94,15.870390892028809
95,15.777444839477539
96,15.687006950378418
97,15.598980903625488
98,15.513274192810059
99,15.429795265197754
100,15.34846305847168
101,15.269194602966309
102,15.191916465759277
103,15.116551399230957
104,15.043034553527832
105,14.971301078796387
106,14.901283264160156
107,14.83292293548584
108,14.766165733337402
109,14.700952529907227
110,14.637232780456543
111,14.574956893920898
112,14.514077186584473
113,14.454545974731445
114,14.396321296691895
115,14.339361190795898
116,14.283624649047852
117,14.229072570800781
118,14.175668716430664
119,14.12337875366211
120,14.072166442871094
121,14.022000312805176
122,13.972843170166016
123,13.924670219421387
124,13.877447128295898
125,13.831148147583008
126,13.785743713378906
127,13.741209983825684
128,13.697521209716797
129,13.65465259552002
130,13.612579345703125
131,13.571282386779785
132,13.53073787689209
133,13.49092960357666
134,13.45183277130127
135,13.413433074951172
136,13.375709533691406
137,13.338642120361328
138,13.302216529846191
139,13.266412734985352
140,13.231217384338379
141,13.196611404418945
142,13.162580490112305
143,13.12911319732666
144,13.09618854522705
145,13.063800811767578
146,13.03193187713623
147,13.000571250915527
148,12.96970272064209
149,12.939322471618652
150,12.90941333770752
151,12.879965782165527
152,12.850966453552246
153,12.822408676147461
154,12.794280052185059
155,12.766572952270508
156,12.739275932312012
157,12.712381362915039
158,12.685879707336426
159,12.659758567810059
160,12.634015083312988
161,12.608636856079102
162,12.583617210388184
163,12.55894660949707
164,12.534618377685547
165,12.510628700256348
166,12.486964225769043
167,12.463622093200684
168,12.440594673156738
169,12.417876243591309
170,12.395461082458496
171,12.373343467712402
172,12.351512908935547
173,12.329967498779297
174,12.30870532989502
175,12.287714958190918
176,12.266995429992676
177,12.246538162231445
178,12.226341247558594
179,12.206396102905273
180,12.186698913574219
181,12.167244911193848
182,12.148027420043945
183,12.12904167175293
184,12.110286712646484
185,12.091753959655762
186,12.073442459106445
187,12.055346488952637
188,12.03746223449707
189,12.019787788391113
190,12.002318382263184
191,11.985053062438965
192,11.967984199523926
193,11.95111083984375
194,11.934430122375488
195,11.917939186096191
196,11.90163516998291
197,11.88551139831543
198,11.869565963745117
199,11.853798866271973
200,11.838203430175781
201,11.822779655456543
202,11.807520866394043
203,11.792426109313965
204,11.77749252319336
205,11.762715339660645
206,11.74809455871582
207,11.733622550964355
208,11.719300270080566
209,11.70512580871582
210,11.691093444824219
211,11.677203178405762
212,11.663450241088867
213,11.649836540222168
214,11.636357307434082
215,11.62300968170166
216,11.60979175567627
217,11.596702575683594
218,11.583741188049316
219,11.570900917053223
220,11.558184623718262
221,11.545588493347168
222,11.53310775756836
223,11.520744323730469
224,11.508493423461914
225,11.496356010437012
226,11.48432731628418
227,11.472406387329102
228,11.460591316223145
229,11.448883056640625
230,11.437278747558594
231,11.425776481628418
232,11.414377212524414
233,11.403077125549316
234,11.391879081726074
235,11.380778312683105
236,11.36977767944336
237,11.358872413635254
238,11.348063468933105
239,11.337346076965332
240,11.326722145080566
241,11.316189765930176
242,11.305745124816895
243,11.295390129089355
244,11.285120964050293
245,11.274938583374023
246,11.264839172363281
247,11.25482177734375
248,11.244888305664062
249,11.23503303527832
250,11.225258827209473
251,11.215561866760254
252,11.205941200256348
253,11.196398735046387
254,11.186930656433105
255,11.17753791809082
256,11.16821575164795
257,11.158964157104492
258,11.149785995483398
259,11.140677452087402
260,11.131637573242188
261,11.12266731262207
262,11.113762855529785
263,11.104927062988281
264,11.096156120300293
265,11.08745288848877
266,11.078814506530762
267,11.070240020751953
268,11.061726570129395
269,11.053279876708984
270,11.044891357421875
271,11.036564826965332
272,11.028302192687988
273,11.020095825195312
274,11.011951446533203
275,11.003863334655762
276,10.99583625793457
277,10.987866401672363
278,10.979951858520508
279,10.972094535827637
280,10.9642915725708
281,10.956544876098633
282,10.948851585388184
283,10.94121265411377
284,10.933626174926758
285,10.926095008850098
286,10.91861343383789
287,10.911185264587402
288,10.903806686401367
289,10.896479606628418
290,10.889199256896973
291,10.881973266601562
292,10.874794006347656
293,10.86766529083252
294,10.860581398010254
295,10.853547096252441
296,10.846558570861816
297,10.839614868164062
298,10.832719802856445
299,10.8258695602417
300,10.819061279296875
301,10.812298774719238
302,10.805581092834473
303,10.798906326293945
304,10.792274475097656
305,10.785684585571289
306,10.779139518737793
307,10.77263355255127
308,10.766168594360352
309,10.759746551513672
310,10.753363609313965
311,10.747017860412598
312,10.740714073181152
313,10.73444938659668
314,10.728221893310547
315,10.722031593322754
316,10.7158784866333
317,10.70976448059082
318,10.70368766784668
319,10.697646141052246
320,10.691640853881836
321,10.685672760009766
322,10.679737091064453
323,10.67383861541748
324,10.667976379394531
325,10.662147521972656
326,10.656354904174805
327,10.650594711303711
328,10.644868850708008
329,10.639175415039062
330,10.633514404296875
331,10.627885818481445
332,10.62228775024414
333,10.616721153259277
334,10.611186981201172
335,10.605683326721191
336,10.600208282470703
337,10.594764709472656
338,10.58935260772705
339,10.583965301513672
340,10.578611373901367
341,10.573284149169922
342,10.567984580993652
343,10.562715530395508
344,10.557474136352539
345,10.552257537841797
346,10.547070503234863
347,10.541909217834473
348,10.536775588989258
349,10.531669616699219
350,10.526590347290039
351,10.52153491973877
352,10.516509056091309
353,10.511506080627441
354,10.50653076171875
355,10.501578330993652
356,10.496655464172363
357,10.491755485534668
358,10.486878395080566
359,10.48202896118164
360,10.477204322814941
361,10.472405433654785
362,10.467630386352539
363,10.462879180908203
364,10.458152770996094
365,10.453449249267578
366,10.448771476745605
367,10.44411563873291
368,10.439485549926758
369,10.434877395629883
370,10.43029499053955
371,10.425734519958496
372,10.421195030212402
373,10.416681289672852
374,10.412189483642578
375,10.407720565795898
376,10.403271675109863
377,10.398845672607422
378,10.394442558288574
379,10.390060424804688
380,10.385700225830078
381,10.38136100769043
382,10.377041816711426
383,10.372745513916016
384,10.36846923828125
385,10.364215850830078
386,10.359980583190918
387,10.355766296386719
388,10.351573944091797
389,10.347397804260254
390,10.343246459960938
391,10.339111328125
392,10.334996223449707
393,10.330901145935059
394,10.326824188232422
395,10.322768211364746
396,10.31872844696045
397,10.314705848693848
398,10.310704231262207
399,10.306719779968262
400,10.302751541137695
401,10.298802375793457
402,10.294870376586914
403,10.29095458984375
404,10.287056922912598
405,10.28317642211914
406,10.27931022644043
407,10.27546501159668
408,10.271632194519043
409,10.267820358276367
410,10.264021873474121
411,10.260241508483887
412,10.256476402282715
413,10.252730369567871
414,10.24899959564209
415,10.245284080505371
416,10.241586685180664
417,10.237905502319336
418,10.23424243927002
419,10.230592727661133
420,10.226960182189941
421,10.223341941833496
422,10.219741821289062
423,10.216156959533691
424,10.21258544921875
425,10.209030151367188
426,10.205490112304688
427,10.201966285705566
428,10.198455810546875
429,10.194958686828613
430,10.191479682922363
431,10.188011169433594
432,10.18455982208252
433,10.181120872497559
434,10.177695274353027
435,10.174283981323242
436,10.17088794708252
437,10.167505264282227
438,10.164135932922363
439,10.16077995300293
440,10.157437324523926
441,10.154109001159668
442,10.150793075561523
443,10.147491455078125
444,10.144203186035156
445,10.140928268432617
446,10.137665748596191
447,10.134417533874512
448,10.131180763244629
449,10.127959251403809
450,10.124751091003418
451,10.121554374694824
452,10.11837100982666
453,10.115198135375977
454,10.112041473388672
455,10.108896255493164
456,10.10576343536377
457,10.102644920349121
458,10.099536895751953
459,10.096440315246582
460,10.09335994720459
461,10.090290069580078
462,10.087231636047363
463,10.084183692932129
464,10.081149101257324
465,10.078126907348633
466,10.075117111206055
467,10.072115898132324
468,10.069130897521973
469,10.066154479980469
470,10.063189506530762
471,10.060235023498535
472,10.057290077209473
473,10.054360389709473
474,10.05144214630127
475,10.048530578613281
476,10.045631408691406
477,10.042744636535645
478,10.039868354797363
479,10.037003517150879
480,10.034149169921875
481,10.031304359436035
482,10.028470039367676
483,10.025649070739746
484,10.02283763885498
485,10.020033836364746
486,10.017242431640625
487,10.014461517333984
488,10.01169204711914
489,10.008929252624512
490,10.006176948547363
491,10.003436088562012
492,10.000703811645508
493,9.9979829788208
494,9.995266914367676
495,9.992563247680664
496,9.989867210388184
497,9.98717975616455
498,9.984502792358398
499,9.981833457946777
500,9.979174613952637
501,9.976522445678711
502,9.97387981414795
503,9.971247673034668
504,9.968622207641602
505,9.966005325317383
506,9.963399887084961
507,9.960801124572754
508,9.958212852478027
509,9.955636024475098
510,9.953065872192383
511,9.950507164001465
512,9.947954177856445
513,9.94541072845459
514,9.942878723144531
515,9.940354347229004
516,9.937837600708008
517,9.935331344604492
518,9.932831764221191
519,9.930340766906738
520,9.92785930633545
521,9.925383567810059
522,9.922917366027832
523,9.920461654663086
524,9.918012619018555
525,9.915573120117188
526,9.913139343261719
527,9.910715103149414
528,9.908299446105957
529,9.905892372131348
530,9.903493881225586
531,9.901104927062988
532,9.898721694946289
533,9.896346092224121
534,9.893980979919434
535,9.891622543334961
536,9.889272689819336
537,9.886931419372559
538,9.884594917297363
539,9.882268905639648
540,9.879950523376465
541,9.87763786315918
542,9.875333786010742
543,9.873039245605469
544,9.870750427246094
545,9.86846923828125
546,9.866198539733887
547,9.863934516906738
548,9.861676216125488
549,9.859430313110352
550,9.857192039489746
551,9.854960441589355
552,9.852740287780762
553,9.850525856018066
554,9.848322868347168
555,9.846126556396484
556,9.8439359664917
557,9.841756820678711
558,9.839582443237305
559,9.837418556213379
560,9.835261344909668
561,9.833112716674805
562,9.830970764160156
563,9.828837394714355
564,9.82671070098877
565,9.824592590332031
566,9.822481155395508
567,9.8203763961792
568,9.818280220031738
569,9.816192626953125
570,9.814109802246094
571,9.812037467956543
572,9.809969902038574
573,9.807908058166504
574,9.805855751037598
575,9.803807258605957
576,9.801767349243164
577,9.799735069274902
578,9.797708511352539
579,9.79568862915039
580,9.79367446899414
581,9.791667938232422
582,9.789668083190918
583,9.78767204284668
584,9.785684585571289
585,9.78370189666748
586,9.781723022460938
587,9.779753684997559
588,9.777788162231445
589,9.775829315185547
590,9.773877143859863
591,9.771928787231445
592,9.769988059997559
593,9.768051147460938
594,9.766119956970215
595,9.764196395874023
596,9.762276649475098
597,9.760363578796387
598,9.75845718383789
599,9.75655460357666
600,9.754656791687012
601,9.752765655517578
602,9.75088119506836
603,9.749000549316406
604,9.747122764587402
605,9.745253562927246
606,9.743388175964355
607,9.741527557373047
608,9.73967170715332
609,9.73781967163086
610,9.735974311828613
611,9.734132766723633
612,9.732295989990234
